OCR,Sentiment
CZIETOा EYNAIRSURCOHING SOOHPOSTDLUILHAI,Neutral
"थोड़ा वक्त गुजर जाने दे, अपने फैसले तुझे Kutte ki maut marvayenge",Negative
CUWN OATAP QATAR Rohli afte taking that catch be ike8 Bhaag b*dka JaU{@V ATAP 170 _chutigapep = Uwaie oalयU0 wware 8 ware %i10 QII Indwar 8 २,Neutral
Iama ko Gaanja pflaR Sula Di Lb nage poapna control he,Negative
Hum ko peeni hai peeni hai. Kshetrabasi Patra agenileman /li Oh yeh toh mera wala gaana hai,Negative
ni: - agar me bina fixing ke ion *Csk Hor Jayego Tu,Negative
"मेरे भौतिकी के शिक्षक मैं जो कि ""यथा कर्म तथा के गति का तृतीय फलं"" का बाल्य काल से न्िूँयन फढ़ग्तेत हुए चोला पकड़ कर बैठा हूं @hindimemesangh",Negative
Ttecwडe YOU vls Tadgoणto3t० णoणabव्प,Negative
"Material ildiatta kam laro padho Zyudi, Peace Mlahata Garidhi cut",Positive
Aaj Short Skirt Kyo Pehn Ke Aayi Ho badeog Aaj Half Hai Isliye Full Day Full Skirt Pehnti Hu badeog Sir Holiday Ke Din Bhi Class Lo Na day badeog,Negative
friend UnokkiciaL Tiu Bhai Mia Khalifa Ka naya Video dekha. Maal Rhi Thi Me Mutthal Ore Mutthal Kaha se aya hai re Tu ELly Mtma Kya Lag,Positive
KaOra[na Iohabbalka Khtl Bardi KO Ghar Bule ParakIe Pel e 77711 cia2) STAN ऐ,Neutral
merko to esa dhak dhak horela hai,Positive
"Show me the Biggest Toofan SK tacicil Isaid the Biggest COव""[[ Jale Perfect",Negative
Marr jayega tu @nkshbu shJuma excuse me,Negative
लगत्ता हे किसीने माहाराज की बुद्धी हर,Negative
"Credit AaaaAHhh, kadak hai Vijay",Negative
BEST STAND UP COMEDIANS THAT KNOW NAAPTOL ANCHORS,Negative
MEGHNA SRIVASTAV TOPPED २०१8 CBSE RESULTS WITH 99.8% (499/500 MARKS) NiADiA AFTER ACORIYG 38% IBIU GAID DE LIAT ZAROOR HAAREGA TIJU,Negative
Bolne De Takleef hua hai bechare ko,Neutral
When its April २nd and she still loves DR you!,Neutral
MEGHNA SRIVASTAV TOPPED २०१8 CBSE RESULTS WITH 99.8% (499/500 MARKS) DIIY SEDEIIO ISKUAAH SETUI:BHPTUNKO7O% LAANE KIAIBAADIBiIOOTEUAIRECA TIlU DADiA,Neutral
whaal sonu aaj Tere or tapu ke 8 ण0 eँ oo 4 SowyUce rOLLOY sath Jo maza aya vo aajtak kabhi nahi aya tha 0,Negative
"Pankhe se latki hui funny lagungi, harpic hi pi leti hoon.",Negative
"मज़ा आ गया नेरूकी कसम =040717[717[01=0,1",Negative
"युवराज 78"" (27) 63(35) KARAHI",Negative
"Whan girl roacts mद E Me rallण7""a 0u ] 8 """"2{ ""122512150""",Neutral
Jise yaad karke mood kharab ho jaye WO khayal ho tum lanethoughts,Positive
y७७ l७ve tiis banita love his Bantai weare not same bro,Positive
csatlaग lत:नाaa7 loi aaj pata hai kya hua? lyu bolegaa apkoo,Neutral
Afeb का किसा कोा रुम चाांहए नो लेफिन #रशी लूगा२ -llalialiiia Gallill!i,Negative
"lcca @Teddy72146?29 *Evertime after watching chota bheem 4:|17[[151 0]""071 chDdun a 9 22 |0.001 २B Jun ]e",Positive
Me To Horror Movie Characters DODTUJREPAA ROORDUDRARSEAJEEB ANWD OODIHIRAD TO UDRARKD WUJRA DEKHNEGYOD,Neutral
Gaan णo mafn Wbi फo B७l lga एikhaad lega,Negative
Ct Dot hnilrrl IuDD CuoखRLKg EA4]/17 CHA|4?1431:-/76!14 0!5[2[2#022!2: AAJ HONE 00:|[4/00=4_,Negative
BaNTER LOL Are oo sambha kitne aadmi the Sardar mai toladkiya taad raha tha,Negative
"POOEAUAZG EZ 0 ORDEOIK३ "" 10.0 SXSEKZ;A sChutiyrara GHUIIIO",Positive
Sayad iss liye meri Maa Phone chalane se mana kati hai @khusikam1o,Positive
"Sir saal bhi aap hi jeetoge Jalm""!7""or0/1 सा की टाट Haan Waluin Iai Chhal ape baap ko matisikha yeh",Negative
Other Donit disturb me Kolhapurkar: घाल की तुझी तिकडं. 1 117071101,Neutral
यह अविष्कार देखकर अमेरिका और जापान के सारे इंजीनियर सदमे में है किहम ये अविष्कार क्यों नहीं कर पाए!,Positive
If Nobita from India Doremon meri help karo Nahi Nobita apni problem Khud solve karo @Jaca5in twaat Nobita Ancli Mancli saindli Doremon Arre me ton majak jo meri helD .. kar raha tha tere liye kuch bhi,Positive
ऐसे ही देश की जनसंख्या १३५ करोड़ नही है कुछ योध्दा आखिरी साँस तक लड़ें है हुयी,Positive
"Its too expensive, we can t buy it Hum thodi der baad aatein hain.॰",Positive
"Ol: Now Whien country eko""0tn aORam५ 720 न 7 32 _""5 0>-],707]-01011|",Positive
पाकिस्तान जिंदाबाद बडा होकर भारत को हराऊंगा भाईजान हम बकरी के हैं अंदर,Neutral
If Thanos Was From Delhi StonaDe BehanCh#d Bhai Ko Mana Karega Tu,Neutral
"Isbaar ye Olympic nahi chalra, Ye circus chal raha hai $ २०२५ PNRIS २०२ 0029 PARIS 2० $ २०२५ P०I$ D२४$ १०२५ PARIS 2 GHU]I[[P TURxiY",Positive
Show me best Country isaid best Yilhbha Jai Hind Sahil,Positive
ृ[e mice Apia Tne Aayega *Le SBI Executive Lunch Ke Baad,Neutral
MUSC EBALI Legs Workout के भयंकर दुष्परिणाम,Positive
"57 भाईअंडे का YelbwPai निकाल दिया करउसमें Faऐहोता हैं MUSCGEBAL ""$H0 NAHI DEADLIEFT KARO",Neutral
< Subah uthie hi problems chalu hojati hai त0,Negative
mhnhamna२t WNedding Exists * Dulhan Nbbl : Mera CX Aaj mere Ilye Channa mereya zarur gaypa Mcanwihile ner Lx Viith his Fiiends,Neutral
sleep Muthi Muthi c- ) @shricasm १००8 Khana,Negative
हे भद्र ! व्यिक्ति कौ जानता हू जो इरावती कोःपूर कर सकता है. Giiatllnamesangh है२२ औैने यै कभी मुझे माफ करदी औैने झूठ बोला जहीं सोचा था थाऐसा कौई भी नही है मै एक,Positive
Kal Raat Tumhari Bahut Yaad Aai ve0 To Tumne Kya ४ Kiya,Neutral
Saree log famous ho rahe hai Aur mujhe १२ log jante the wo bhi bhool gaye @lamethoughts,Positive
Ghanta farak nahi padta bol kar ghanta ghanta sochna is different kind of @lamethoughts pain,Positive
Is it just only me or tumhe bhi sab kuch boring lagraha hai?? @lamethoughts,Positive
"Jiska koi nahi hota, uska koi nahi hota @ lamethoughts",Positive
दीदी आपकी Back पहले से बहत निकल गयी है क्या खा हा आजकल? रोज रात को Doggy style में धक्के,Positive
बस दो मिनट रूको चाय पी के जाना(,Positive
Oshricasm १००८ Kyu nhihui ladai,Neutral
"Khudki dukan khol kar khud hi saare kurkure, chips, chocolates khane ka sapna sapna hi reh gaya Wlanenoua7i",Positive
"देख क्या रहा हैं भाई, नानी को किसी ने बता दिया कि मेरी ' Bulkingl चल रही हैं ... MUSCGEBALI SHQ NAhIDEADLIET AR0 Al ^^? Mvsco 3 4 3 0",Positive
"मेरा क्यों अकेले दिमाग खराब होे, आप भी करो|",Negative
How fast can you guess these words? 1 BOO_$ 2 NDOM. 3. F K ४. P_N_S ५. PUS 6. $X Answers :L. BOOKS २. RANDOM ३. FORK PANTS 5. PULSE S.TDU wrong didn t You? YDu dirty minded freak! Jot,Negative
आपका *दिमाग* आलसी हो सकता हैं आपका लंड नहीं..* *काम की चीज़ें देखतें ही* *खड़ा हो जाता हैं!*,Neutral
"Integration and differentiation T७CD % 0 veL)=aav011 (1] O Cwmote Qvol DC #+ QNd AL=CM Ra Dann /3 ८M w4 Caen erL OD ond ABoL ८५ JasncDanck BD ""a Danwvr ALKTWR ८ CLR खqvan ० 6na | I४ 0 wonwine ७uan Iom 0 0[ L BoL (eY Ptn 08-0| ०L 00 Pw७ 087 Ind २० blitu Samj Rahe Hainal Samajh nahi aayas Par sun ka adhha laga Coinc Clcanek 00~"" Cntun५ o3=०0 (९५ (९८T ) Aap",Negative
विषाद को अपशब्द] @hindimemesangh मै और मेरे मित्रगुण प्रेरणादाई साहित्य के अनुयाई है,Positive
Paiso ke alawa ab kisi ke bhi iaane se Koi farak nahi padia muze,Negative
"Uncle sBeta Shadi Karlo"" Me : cUncle Galat Samajh Rahe Ho Ye Haatho Me Chhale Gym Jane Se Hue 0[1700: ० ]8 %) 700 Aap",Positive
"Arz kiya hai. zara gaur farmaiye षa Dil Jala Raha Hu, Kismat Aazma Raha Hu Dil Jala Raha Kismat Aazma Raha Hu Khub Ghumaza Us Bewafa Ko Bike Pe Isliye Rickshaw Chala Raha Hu hinel दas daa Loot Li Nehfii Hu, A2) """"7-2",Neutral
instagram@hindi joke ५G स्पीड Airtel लेने के बाद भी सरकारी BSNL लेने की इच्छा करता एक नासमझ कस्टमर..,Positive
"Naya saal aagya lekin, Kal se padhunga' wala kal nhi aaya @lamethoughts -",Positive
Dxीमेंडालो Gogamचनll MUSC EBALI 510 IAHl DEADLIFT KARO,Positive
फोटोग्राफर और खिंचवाने वाला... दोनों राष्ट्रीय पुरुस्कार के हकदार है..!,Positive
India me reh kar America ka sleep schedule follow karne ka ghamand hai. ४4Z olamethiautihits,Positive
mujh pr vishvash न कर धन्यवाद,Negative
"भाई वो तेरे तगड़ी Body बना के, MUSCEBALI Shirtless Halखेलनेके MUSG EBALI Plan काक्या हुआ ?",Positive
ye lene ka sapna sapna hi reh gaya pencil,Negative
"Ilaal ""ngry",Neutral
Aunty thoda tel milega boyfriend aya ha Tel to nahi hai vaseline le jac Pakode talne hai aunty,Positive
क्या मैं आपका center fruit खाल,Neutral
"MUSCEBAL ""5HQ ""४Hl DEaDUEtwan6 अरे यार Mummy उस डिब्बे में Creathneथा आटा नही MUSC EBALI ( नुकसान kardis )",Positive
Fazool kharch toh Dur ki Baat hai Mere pass toh Zaruri Kharch ke bhi Paise nahi hote @lamethoughts,Positive
Gom ClDSe Hain 1/5 sarcaषummee Apko good night bolne aaye hai,Neutral
"पत्नी कंप्यूटर पर काम करते हुए, कोई अच्छा सा पासवर्ड बताना? पतिः लंड| पत्नीः हंसन्हंसकर से गिर पड़ी क्योंकि पर लिखा आ रहा आपका पासवर्ड बहुत छोटा हैI"". कुर्सी कंप्यूटर था,",Positive
MUSCEBALI Fitness Influencer MUSCEBALI [O|,Neutral
बात तो तेरी भी सही है,Neutral
आज भिड़ले लाड़ले MUSCCEBALI IsHQ NaHl DEADLIFNIRO,Neutral
Bathroom mein kabhi towel le iana bhul ne ke baad bedroom tak risk leke aaye ho??,Neutral
@hindimemesangh प्रथम व अन्तिम पंक्ति छात्र युद्घ करते कि दुर्गध विपरीत दिशा सेॅआ रही हे आप मध्य पंक्ति नीब्बा जो मारकर चपचाप तमाशा जैो थुस्सीै हुए,Positive
"एक कोमा ( , ) तय करता है आप पिटोगे या नहीं| जैसे ॰ए॰ चंदा देगी क्या? या फिर ए चंदा, देगी क्या?",Positive
Gapakphonemposo dekbtahatia @shricasm_1००8 Cbon3offhogra,Positive
Din me kitri BaaUiutth maarte ho१ फyCrieng J०८ lak yaad hai safty kai LDaS० likh lo,Positive
@< २ ८ C मे चुप रहु उसी मै मेरी भलाई है,Neutral
जब मेरा दोस्त दिनभर reels भेजता रहे | ankushsinghhooda ४+ new messages now तबमेः रील सीठी खीर| ३ सरीज्यादाबवासीर,Positive
"Koi fayda nahi hai accha banke If hurt yov, kindly hurt them back theY",Neutral
भाड म ज्ाा,Negative
"Tweet Em Yewr Addiction @NishkarshDixit8 Dear Haha Reactors Love You Milo Kabhi, Chai Paani Peete Hai!",Neutral
"Career tension, dispersion, overthinking life problems @sbiicasmloo७8 Muthhi",Positive
"MUSC ['.7 @ हमारी बदमोसी के आगे बड़ों बड़ों ने हथियार डाल दिए.लाडले MUSCEEBALI 540""4#| DEADLIET KAR0 >",Neutral
इसी बात पे चिप्स खा,Negative
Aaj mere dukh mer nirasha ki koi seema tha,Negative
SUN RAHI HAI NA TU aDac-eol BC kaan me lath Iakha hai Sunai kese dega GHINTA,Positive
"Meri puri zindagi mein ek hi maal mila Ru ""maal""",Negative
३ejt So{ Se mea mouke dns me aaaga Lale jarha hu waps gala apke,Neutral
नDat बनपाया MUSGLCBBALI MUSC EBALI ना Naughty बन पाया,Positive
Bura bano toh itne bura bano.. Na tumhe koi sudhaar sake aur na he koi kuch bigaad sakel Glanetiouuhts,Positive
या या या. Mahatma Ga,Neutral
"गुप्त से पता चला हैं कि Winter Arc का कार्यक्रम, पूरी तरह से असफल हो गया है... हमारी Team Report तैयार कर रही है, जल्दी ही सच आपके सामने होगा 179804 बिल्लू fmmer अिध्यक्ष) MUSGEBALI DEAD सूत्रों",Positive
No nut november? bhai ghar mai 2 kilo kaaju badam pade hai diwali ke inhe kon khayega fir @lamethoughts -,Neutral
Kuet Catle[ Mtia Eurt WhiDbhhal,Positive
myflendl eHD गग7 Eksta Bhihaf khushiyoko paane ka ZHrr LYTDZZ Seekh lo hunar Haath chalane kao yeh,Positive
Maal laya? @swa ejo1 Tu rokda 0 Ykya bhar laya hoon. laya bag kay,Positive
Stickerely LSCCEI eLIDA,Negative
@shricasm Obeapisoedukbsuoko Geeztapf3kand _1008,Negative
हसदे चेहरा दा मतलाब एह नहीं हुंडा की कोई तकलीफ नही हुडजू ओहना,Neutral
मुंह में ऐसा मैं क्या कह रहाथा ! LOLA दूंगा एक मौका और बिना सांस देके देखते हैं उसे ! लिए मर जाएगा !,Positive
Han vro tujhe kese pta ki Ye paint meri hai,Positive
ek din sab thik hojayega hahahaha,Positive
MUSCEBAD हाँ भाई ! तू तो नए साल के पावन अवसर पर Gym Join करने वाला था ? MUSCGEBALI VSHQ NAHI DEADLIFT K4R0,Positive
MUSC BBALI बस भाई॰ Last Set No Palodo Gain MUSCGEBALI,Positive
अब Body बनाने का अंतिम मार्ग यही बचा हैं मितर MUSG EBALI,Positive
Ab toh phone chalane me bhi maza nahi aata hai woh toh bas majburi me chala raha hun @lamethoughts,Positive
"Kaam hone se pehle hi sabko bata deta hoon, woh kaam hota hi nahin hai! elamethouahts phir",Positive
८9 क्यों रे Piddi ! कितनी बार कहा हैं कि Tuesday को Gym में सबसे पहले 'Hanuman Chalisa चलाया कर फिर कुछ और MUSCGEBALI ISHQ NAHI DEADLIET KARO SBAL] KAR0 a0ाF1 तुझसे,Neutral
Deldsug le Inielllgedt Sunfy@ lsRich Lt Slizla Jian la Powerfपl Chooses Uobite,Positive
वह दिन दूर नहीं जब लोग कहेंगे यह छोटा वाला तो कोरोना के चक्कर में पैदा हो गया!.,Positive
रेसटोरेंट्स में घर में सही है =ा MSHUS/I[!,Positive
Abhi to pehli manzil hai Tum to abhi se ghabara gye @lamethoughts,Positive
हे भद्र ! मैं जानूता कि बिनोद कौन @hindmemesangh अगर थोड़ और समय मिल जाए हूँ,Positive
^ )^ Il७ थहूँ प पातकन पनाह -olotDiya Terichetananipar n १A०k,Negative
Suna hai der raat tak jaagte ho,Neutral
Bhai lagta hai apni life sirf dusro ki love story dekhne mein hi nikal jayegi Clamethoughts,Positive
8oee Incip Chest Norkout MUSCGEBAL Chest Yorkout,Positive
rahulgandhi Todey 1O१ PM Fli rahul Bhim ki shakil. Dhoom machaye Saamne koi Tik na paye Bheem bheem bheem Chota bheem chota bheem Message Hl.,Positive
Is sajjan ho kya talleefhafDhafl,Neutral
7l Samay aa gaya hai Aapse vida Ka GHUL(IPI lene,Negative
"Ek hi toh zindagi hai, Isliy ache se barbaad kar rha hu @lamethoughts",Positive
Ek jaadu ki jhappi to main bhi deserve karta hu yaar,Positive
"Wo daal bahut der tak Roti Rahi, har Patta geela tha, Saare Pakshi shaam ko Laut aaye, Lekin ek pakshi kam tha. GHUU[[([२I",Neutral
IEISB ZZIE BULJ:७ SUGIC IUIDD PLDK ZIJ७ %ly,Negative
Mleia Beta Zl Dntle Palse Dotible Kar Deta Hai प्धा लटो lor jor Eebolie mabimostheme Uata de,Negative
mood thora sa acha he thori der ke liye ijjat se pesh aa skta hu,Neutral
गैंडफाड़ Comebackकी तैयारी w^m< c_$ MUSC EBALI ISHQ NAHl DEADLITT KARD,Neutral
"ealep aaatp milc R॰ wlkufmltidra 001 +फ5""0521:*5",Negative
LIKE ) 3 WHEN L+ You 6 YOU FIND 7h MISTRKE,Neutral
"In my usse bura laga toh lage mujhe bhi laga tha"" era @lamethoughts_",Positive
Il Dil nahi kar raha is actually a valid reason @lamethoughts,Neutral
@sharma jsays Jlढli kar Chappal padne wali hai,Positive
Aaj fir zinda uth gaya isi baat pe good morning lamethoughts,Positive
BB= २3 saal mai २३०० video's bma Chuke bo Johhnny= yes BB= Suaj mhi gya ? @Ako,Positive
,Positive
Delivery charges dekh kar bhook hee mar jati hai @lamethoughts,Positive
"shashank @epic. me Ajeeb zindagi hai, liye hi jaari de hi nahi rahi.",Positive
जिरंगी aasan hai agar tum बेशर्म ho.,Negative
"पहलेहिम अबहम MUSCGEBALI NDC 0O09 0 1 १० ml Val Depo"" -Testosierone 231""210|-0{8 Aeslositlruna cyDian७ta nioclleni- २०० mg per 7[7|701275177771 U७o crt Cau](H9 * ~cara!""01 Dron CLOaU0 poamnsig wltnau arrcr pbon 5!= 5| डसकेलिए डसकेलिए कyकिया कyकिया करेथे करतेहिं 7+)2 * 0l",Positive
"Raat ko soya nahi jata, Subha utha nahi jata, Din bhar jaga nahi jata Ajeeb zindagi ho gyi hai. m lamethiouahits",Positive
Karnataka CHs Kumarswanis Wife [r0 mn Sahi Khel gya Bencho TITU DAA,Positive
phone Xhai aur dono kidney,Positive
41 DIGITAL ahtaaiख़a Bade TTaelnपo,Negative
"लड़की ने दादी को पूछाः आपके ज़माने में इतने सारे बच्चे कैसे होते थे? दादी का सटीक जवाबः बेटी , अपने दादा जी को देख. आज भी जूते पहनते हैं, पर मोज़े नहीं!.",Positive
"लड़काः पंडित जी क्या एक ही गोत्र में शादी संभव है? पंडितः बेटा, आज के समय में गोत्र कोईभी चलेगा... बस मूत्र का मार्ग अलग अलग होना चाहिए|",Positive
Im not rude par aajkal pyar se baat karne wali harkatein nahi hain Iogon ki @lamethoughts,Positive
ISKA MATLAB SAMJHE DAYA?,Neutral
IAMCUTEMEMER Hoshlyad nahi Chalo apni saar Gute pies mere hawaale kardo N,Positive
"शर्मा जी : तुम्हारा नाम क्या है ? लड़की : जी , पुष्पा| शर्मा जी : आगे क्या लगाती हो ? लडकी * Whisper. शर्मा जी : अरे नर्हीं.. मेरा मतलब है कि पीछे क्या लगाती हा ?? लड़की : - जी, सरसों का तेल",Positive
"Har Roj Wo Aadab Aadab Kahti Thi Har Roj Wo Aadab Aadab kahti Thi Vumiol NATION Jab Jaakar Dabaa Toh Khafa ho gayi. Diye,",Negative
"""Raat gayi baat gaYi"" No bro, raat gayi baat dil mein hi reh gayi",Negative
Dhyan se dekho meri aankho me tumhe Pyar nhi dikhta Hawas Hawas cuciereayurn,Positive
".{U 60 Haa Bhai,Tu Toh iss Saal Bahut Tagdi Body Banane Wala Tha MUSCGEBALI I5HQ NAHI DEADLIETNARO",Neutral
iss baar diwali ki safai me usne apne raaste se mujhe hi saaf kar diya hai. @lamethoughts,Positive
१३ Saal Pehle SAMOSA ६० Paisey ka tha aur Phhone Call 8 Rs. Ki Ab Phone Call ६० Paisey Ki Hai aur Samosa 8 Rs. Ka MORAL Mehngayi barhi nahin hai. Bas idhar udhar hogayi hai,Positive
Kiya karte ho tum Study nd job Or aap House wife Onk Kitna time ho gya aapki shadi k0 Tumhari Age kiya he २१ khu Nd novembr m २२ Kho jaunga Tumhari Age ka mera beta he,Neutral
Fazool kharch to dur ki bat hai mere pas to zruri kharch k bhi nh hote. paise,Negative
"Hai Arz Na jane Iog Zindgi bhar Yaadon k saath kese Jee jate hain??? wah wah Hum to ek chapter yaad kr ke sotey hain, Subah wO bhi bhool jate hain ratta mat Igaya Ikr nikkammmyyyy Kia",Neutral
,Positive
Bachke jaral! Mazak Mazak me vivad krne ki adat h mujhe..!! @lametnoughts,Positive
ये Creatihe लेने की आदत aLLSAINYS ^| MUSCCEBALI एक दिन मेरे सर्वनाश का कारण बनेगी *,Positive
aunty dahi toh bahut taja hai kaha se laaye LDILSED RrlE yaahi bagal mein kisi hardik naam ke ladke ki dukan se laaya hai raaju yeh,Negative
"भाई तेरे घरकेबाहरखडाहूँ O जन्दी ओ घंक्सरे MUS %:"" ढकेलिए Lateहो रह्ाहैियार MUSG EBAL SHQ N AH IDEADLIFT KARO",Positive
Himanshu Seth atercl aalraraar १ पड़ा है मेरे पड़ोस का मैदान #मोबाइल बच्चों की गेंद +८४ चु aiie Tcet Fl १८ Jan १९,Neutral
Jindagi bahut kuchh sikhati hai Lekin main sab bhul jata hun @lamethoughts,Positive
"MUSCGEBALI भाईज़िरा देखना, Dead fft की Position ढीकहैन ? MUSCGEBALI",Positive
रहण दे बस,Neutral
"""dekhate hai"" is another way of saying: म Nahi",Positive
यहाँ सेक्स भी दो तरह से किया जाता हैं १ हाथ पीला करवाकर २ मुँह काला करवाकर,Neutral
Zteend Rbhane sapnem Cntie se millaauga @sbticasm _०8,Neutral
I0n 4^v1 Dost ke saare paise kharch karwa deta hu taaki wo paiso ka gallat istemal na kar sake @ lamethoughts $ा,Positive
के कह था गाड़ी रोकेगा 4 Oshricasm_ 1००८ असला हमभी रखते है पहलवान,Positive
"Friend: Bhai mera ek dost tere room pe gf leke ayega.. Me: @biswajit Wo leke aayega, wo leke jayega Apun kya idhar baith ke hilayega apni",Neutral
Zara sa khush ho jata hu tab meri qismat mujhe aukat dikha deti hai,Negative
UPI ka server down problem ek din mujhse hotel mein bartan dhulwayega Yeh,Negative
Na ksl selove Na lis se iight [ बदभोश की दिनचर्या ] MUSE EBALI TILN 7 bje dinner १o bje goodnight MUSCGEBALI ISHQ NAHI DEADLIFT KARO Pल,Neutral
"Samay kharab chal raha tha toh Pandit ji ne Suraj ko jal chadhane ko bola 4 din ho gaye Suraj hi nahi nikal raha @lamethoughts ० . tha,",Positive
२ Baje Gye !! Chal Shor Karte Hain Nahi To Property Ke Aur Hisse Honge,Positive
HDI HENU HEHNDI . HEHU JUUULALESCrlTE,Neutral
एक बात थी दोस्तो. लोग कहते है कि पड़ोसी ही पड़ोसी के काम आता है॰. पर यह आखिर पड़ोसी ही क्यों..?? पड़ोसन क्यू नहा? पूछनी,Positive
- Unxnown Kal Chacha ji ne mujhe towel me dekh liya ग Phir tumne kya kiya? Maine turant towel khol ke Ghunghat Bana liya sanskaar ki kami thodii liei mujhme,Negative
"1/7 0: m+a aa4+22-2244a#42-2244440- ""77707 ""471.701-11210",Negative
Aaj mazak ke mood me nhi hu,Neutral
Viva me sir ne shakal dekh kar answer ke jagha subject ka naam puch liya (Vo bhi nahi bata paaya) @lamethoughts,Positive
"Me after telling her ""tum nhi khaogi toh mein bhi nhi khaunga @lainethoughis",Positive
अ JeD /`4,Neutral
Once a legend said Mickey Bhoot nasseb walo ko phele haar milti hai. Kyuki phir vo dobal mehant krte hai Ar safalta ki asli kadar use hoti hai Jo phele haar dek chuka hota hai.,Positive
"Mai pass Iikhun, mai ho jau @lamethoughts",Positive
Shalehin आएं LIVE 920,Neutral
ur Handsome Friend Jo babut sutta marta ho Tag,Negative
alooiller oitaahdelle lo Kisslay Jha @TrollerBebua वाप[n बात रंत्री मोदी Ye Sabifl aala फaf kya?,Positive
रंग लगाने के बहाने उसकी मांग भर दी,Negative
मेरे पास कहने के लिए शब्द नही है बस समझ जाओ,Neutral
फाइनली बाबू ने थाना था लिया,Positive
छ par badi ई ki matra छी,Neutral
picha fekho,Neutral
Jitna bhi try karo bunny Sleep schedule kabhi fix nahi hogi,Negative
"Zalne7Bhaiya ये मेरा दोस्त हैं 1 + -"" डसको भी Gym Jofn करनी हैं MUSCGEBAL ISHQ NAHI DEADLIFT KARO",Neutral
,Positive
"ign Xou are Bance bert Lfeucllike elud & FIECT Gaalldeni ML Talllrcint chialano mal IiahiP Larkivoiषa n Sirt Tollet Ial Citi taiw"" wll^-^",Positive
बर्बाद कर दिया लडकियों ने,Negative
"एक लड़का पैंट उतार कर लड़की से बोला पास ऐसी "" तलवार"" हैl लड़की सलवार उतार कर. जिनके पास ऐसी "" म्यान"" होती है उनके पास ""तलवारो"" कोई कमी नही होती है...!! तुम्हारे",Neutral
Jujhegharpe ks naam se balaten hain Chand ontjhe Geil Aजmstrong,Positive
"Haan bhai, woh meri abhi comeback se baat hui thi woh bola wo toh ab kabhi nhi ayega @lamethoughts",Positive
सामर सुवक से कटकर १ ट्रेन की मौत bacl pollen daph Iskepaslo Ganja hal एoepu2 lochhahfl,Neutral
पर भाई तुझे कैसे पता चला. MUUSEँa:AL ४ ४ MUSCG ISFQ I4HI DEADLIFT KAPO EBALI ७ट २० हम लोग रात को Gym करते हैं १६8ठN D=+ Tc ivoel,Positive
"Pura DinWaitKaine Ke BaadKyaiila Ooem @ene ""Reacted toyor message""",Neutral
"Jethalal once said, Ek musibat Khatam nahi hoti to dusri line me hoti hai"" took it as a joke.. but bro its not a joke anymore",Neutral
YELOG KONSI DISH COOK FB@BAKCHODMASTI KARANE JA RAHEHAI,Positive
Uwoklicial Tiu Mama glass J8 manga dlya You Tube pe,Negative
Oea L*nd Jaaye Subah 6.00 Baje Gy@ MUSCGEBALI ISHQ NAHI DEADLIFTKAR0,Neutral
,Negative
गांड के साथ अक्सर यह घटना घट जाती है; वाह. वाह गांड के साथ अक्सर यह घटना घट जाती है; कोसों दूर होती है बहनचोद गांड पहले फट जाती हैl मुसीबत,Positive
NIAKARENGEAAP ITNI DHANRASHIKI?,Positive
सारे दर्द सहकर भी मुस्करा देना इसी का नाम है जिन्दगी 73 Kaipiit Inki drd bhri jindagi main roz dekhta hu.. PTA nhi q mujhe kmjori hone lagi h,Positive
"Baby ghar aao na, aai pe koi nhi hai Pagal hai !! marwavegi kya Haan ghar",Positive
fruit फu Glhoke khaaia lu,Neutral
thukra ke mra pvar mralimtekam dekheg,Positive
खा- PER INDIP MIT RINA 00090 आःण Naya Truck Kharida 811675 hai dosto koi Shayari batao truck pe likhwana hai. chutiyapa GHUI२I 6Ko,Neutral
एक बूढ़ा आदमी एक लड़की से सेक्स करते हुए कंपनकंपाने लगा बोलीः क्या बूढ़ाः पता नहीं याह्लँा? पानी निकलने वाला है या आत्मा| . लड़की,Neutral
"Badi Hasrat Thi Ki Kholein Unki Salwaar Ka Nara, Sanam Ki Berukhi Dekho Ki Nangey Hi Chale Aye, Wah Wah Wah",Negative
MUSCEBALI आजती Blceps में तगड़ुा Pump आ गया,Neutral
Bhai Bharosa KarNext Week Se Pakka Cutting Chalu 0 Kar Denge moNGER 8 Mera Lumd Kare Cuiting MUSG EBAL SHQ NAHI DEADLIFT KARO al,Positive
BRA N CHOD याद रखना ! agar तुम kisi ke लिए गड्ढा khodge तो tumhe भी गड्डा खुदा hua ही milega (और ये baat गड्ढे के liye nhi,Positive
Mere baalo mey itni dandruff aa kaha se gayi hai,Neutral
सुहा्गरात थी ! सास ने जोर से दखाज़ा खटकाया दुल्हन घबरा कर परदे के पीछे छिप गई| दुल्ह्य डरती क्यों हो ? माँ है ! दुल्हन हे भगवान ! मैं समझी छापा पड़ गया 29292929,Positive
Uatch till the end,Neutral
